ID,Kichwa,Spanish,sentimientos
1918,tinkirik yuyay,oración coordinada ,0.885353849
1919,tinkuchik,concordancia ,0.916900574
1920,titi,plomo ,0.251684948
1921,titichaska,minerales ,0.745747963
1922,titu,acrobacia ,0.968259631
1923,tituyashka,gimnasia ,0.723353347
1924,tiya mama,tía ,0.340643939
1925,tiyak,existe ,0.575106695
1926,tiyak chanikunata paktachik,balance situacional ,0.689115255
1927,tiyak yupay,número natural ,0.378277334
1928,tiyashkata rikuchik,balance de comprobación ,0.044278907
1929,tiyay,posición ,0.475117587
1930,tiyu yaya / tiyu tayta,tío ,0.244258037
1931,tsawar,penco ,0.541333261
1932,tsia,huevo de parásito- liendra ,0.443999892
1933,tsiklla,recto ,0.541333261
1934,tsiknina,odiar ,0.74860149
1935,tsini,ortiga ,0.541333261
1936,tsini kuru,larva ,0.013917054
1937,tsunka,sorbete ,0.541333261
1938,tsunkana,chupar: ,0.076453278
1939,tukapu,prenda de gala de mujer ,0.557213643
1940,tuku- putu-,tronco ,0.40014125
1941,tukuchina- puchukana,consumir ,0.541333261
1942,tukuchiy,conclusión ,0.215452035
1943,tukuna,disfraz ,0.405479726
1944,tukuraya,generalidades ,0.541333261
1945,tukurik,finito ,0.392077534
1946,tukurik tantachishka,conjunto finito ,0.543242273
1947,tukurina,acabar- terminar ,0.433447529
1948,tukuriy,fin ,0.564555024
1949,tukushka,efecto ,0.471769937
1950,tukuy hillaykuna,aparatos de medición ,0.06045014
1951,tukuy shuti,nombre común ,0.488007421
1952,tukuy yupaychi,números reales ,0.487380367
1953,tukuyllikuna,generalidades ,0.541333261
1954,tukuyta shukllayachik,globalización ,0.541333261
1955,tukuyyashka yupay,número entero ,0.147515683
1956,tukyana,erupcionar ,0.541333261
1957,tukyay,explotar ,0.541333261
1958,tullillak,invertebrado ,0.541333261
1959,tullpu,color ,0.686385826
1960,tullpukuna,colores ,0.897985005
1961,tullpushka,teñido ,0.438912532
1962,tullu,hueso ,0.341272951
1963,tullupaki,fractura ,0.320244099
1964,tulukancha,vivero ,0.98397911
1965,tunkuri,esófago ,0.048467092
1966,tupu,medida ,0.541333261
1967,tupukamaychi,sistema de medida ,0.541333261
1968,tupuna,medir ,0.233336459
1969,tupuy,medida ,0.541333261
1970,turi,hermano harmana a hermano ,0.283940741
1971,turu,lodo ,0.423572846
1972,turuwan makiruray pacha,período formativo ,0.303871182
1973,tushuna,danzar ,0.241073214
1974,tuta,noche ,0.825931588
1975,tuta suyu,oeste ,0.820811313
1976,tutamanta,madrugada ,0.421668398
1977,tutamikuy,cenar ,0.894240649
1978,tutayana,anochecer ,0.995688102
1979,tutura,totora ,0.541333261
1980,uchilla,pequeño ,0.112846679
1981,uchilla killka,letra minúscula ,0.205312893
1982,uchilla tatki,segundo ,0.491572151
1983,uchillakillka,minúscula ,0.287557916
1984,uchillayachishka yuyay,resumen ,0.467816271
1985,uchillayachishka yuyay w,resumen ,0.467816271
1986,uchu,ají ,0.608983681
1987,uka,oca ,0.875225162
1988,ukku,cuerpo humano ,0.490605969
1989,ukkukara kuruta,cutáneo ,0.541333261
1990,ukkukuyuchik,extremidad ,0.541333261
1991,ukkukuyurikancha,motricidad ,0.541333261
1992,ukkukuyuykamay,cultura física ,0.079552038
1993,ukkunanchachiy,expresión corporal ,0.307987489
1994,ukkupa kuskaritimuna,chakradel cuerpo humano ,0.490605969
1995,ukkurupay,fiebre ,0.541333261
1996,ukkuskayku,aparato ,0.267370753
1997,ukkuyawri,órgano ,0.90257442
1998,ukllana,abrazar ,0.303965286
1999,ukllay,abrazar ,0.303965286
2000,uksha,paja ,0.114729871
2001,uku,dentro ,0.830614714
2002,uku kushma,camiseta ,0.022533322
2003,ukucha,ratón ,0.082465941
2004,ukumari,oso ,0.26076821
2005,ukunpuray,interrelación  ,0.766730399
2006,ukururu,berro ,0.541333261
2007,ukuyashka,cóncavo ,0.541333261
2008,ulku,machoanimalesjh ,0.541333261
2009,ullu,pene ,0.356541698
2010,uma,cabeza ,0.204008677
2011,uma ruka,dedo de la cabeza- anular ,0.060727539
2012,uma tullu,cráneo ,0.084641631
2013,umachi,engaño ,0.072479794
2014,umachik,traidor- engañador ,0.024190743
2015,umachiy,engañar ,0.029654749
2016,umachuku,visera ,0.541333261
2017,umamuskuy,fantasia ,0.64494602
2018,umayarina,sensopercepción ,0.541333261
2019,umayuyana,imaginar ,0.682066537
2020,umayuyay,imaginacion ,0.844169068
2021,umiña,cubo o exaedro ,0.236216845
2022,umiñakunapa yapa-puchu,suma o diferencia de cubos perfectos ,0.641256485
2023,umiñatatki,metro cúbico ,0.070656397
2024,umutu,enano ,0.14329244
2025,unaka,caramelo ,0.291213691
2026,unanchashkata pakta rikuchik,sistema de numeración decimal ,0.09447374
2027,unanchay,notación ,0.541333261
2028,unayay,tardar ,0.443753503
2029,unaypi shamuna pacha,futuro mediato ,0.541333261
2030,unkuk,enfermo ,0.081779652
2031,upa,mudo ,0.541333261
2032,uphiyana,beber ,0.672949782
2033,uray,abajo ,0.310938538
2034,uray suyu,norte ,0.667416762
2035,uraykuy,bajar ,0.454579015
2036,urmana,caer ,0.23291648
2037,urna ñutuku,cerebro ,0.12620937
2038,urpi,tórtola ,0.541333261
2039,uru,araña ,0.727922739
2040,usa,piojo ,0.541333261
2041,usaysapa kuskakuna,lugares con poderes ,0.718429082
2042,ushay- atiy,poder ,0.738374629
2043,ushay- ritimuna,energía ,0.795198072
2044,ushaykamakunapash,poderes ,0.455027548
2045,ushi,hija ,0.367966379
2046,ushina- charina,adquirir ,0.544222525
2047,ushu,burro ,0.061923147
2048,ushuhama,nieta ,0.6950972
2049,ushuta,alpargates ,0.541333261
2050,utik,loco ,0.272566782
2051,utikay,locura ,0.600013389
2052,utka,rapido ,0.875299379
2053,utkachiy,abreviar- hacer breve ,0.647682931
2054,utku,hueco ,0.416769508
2055,uyakuy,obedecer ,0.541333261
2056,uyana,oír ,0.541333261
2057,uyana,escuchar ,0.616369593
2058,uyantin,consonante ,0.102113146
2059,uyarichay,poner atencion ,0.736085773
2060,uyarik,sonido ,0.837486716
2061,uyarikancha yachay,fonología ,0.541333261
2062,uyarikuy,ruido- bulla ,0.603282971
2063,uyaywa,vocal ,0.541333261
2064,uyaywak,sonido ,0.837486716
2065,uyaywakancha yachay,fonología ,0.541333261
2066,voz,unanchikrimay ,0.541333261
2067,wacha,sábado ,0.541333261
2068,wacha puncha,sábado ,0.541333261
2069,wachana / pakarina,nacer ,0.434726299
2070,wachariy / pakariy,nacimiento ,0.541333261
2071,wachi,vector o rayo ,0.372224561
2072,wachuchiy,verso ,0.101021217
2073,waka,sagrado ,0.541333261
2074,waka kuskakuna,lugares sagrados ,0.817690087
2075,wakana,llorar ,0.303215473
2076,wakarapuku,cuerno musical instrumento de viento hecho con un cuerno y que sirve a forma de trompeta ,0.02134242
2077,wakayachina,conservar ,0.595719863
2078,wakaychina,guardar ,0.721648527
2079,wakcha,pobre ,0.192600654
2080,wakchi,flecha- lanza- saeta- dardo ,0.811200676
2081,waki,sociedad ,0.576984311
2082,waki kawsaymantawankuri,organización socio cultural ,0.801495603
2083,wakichina,preservar ,0.836685306
2084,wakikamay,sociología ,0.086381516
2085,wakimpi,alguna vez ,0.564379608
2086,wakin,alguno ,0.676094382
2087,wakiy,compartir ,0.867835474
2088,waklishka,dañado- podrido ,0.067832911
2089,waklli,crisis ,0.308156658
2090,wakllichik,deterioro ,0.419952538
2091,wakllichina,agravio- danar ,0.111225198
2092,wakra,ganado ,0.416680409
2093,waksa,lagartija ,0.062837423
2094,waksi,gas ,0.060794595
2095,waksisapa,gaseoso ,0.541333261
2096,waktana,golpe ,0.230445806
2097,waktanakuy,luchar ,0.379928693
2098,walaku,rana comestible ,0.147554188
2099,walinyana,balancear ,0.541333261
2100,wallinku,conejo ,0.857861545
2101,wallka,collar ,0.171900319
2102,wallpa,forma- formación ,0.576728334
2103,wallpachi yuyay,teoría creacionista ,0.186522726
2104,wallpana,crear- inventar ,0.101416524
2105,wallpari,invento- creación ,0.71331976
2106,wallpay,estructura ,0.897817841
2107,wallpaykamay,filosofía ,0.601526346
2108,walpana,crear- inventar ,0.101416524
2109,waltaku,pantalón de tela ,0.246808047
2110,waman,gavilán ,0.541333261
2111,wamintsi,rosado ,0.890985146
2112,wampra,joven- adolescente varón ,0.36993173
2113,wampuk,barco- lancha ,0.895852059
2114,wampuk rikutirikancha,puerto marítimo ,0.986414315
2115,wampulli,bote- canoa- velero- barca pequeña ,0.082863787
2116,wampuna,nadar ,0.819397897
2117,wampuy,natación ,0.541333261
2118,wampuypi shuwakkuna,piratas- corsario ,0.796101029
2119,wamra,púber ,0.381436266
2120,wanachiy,castigar ,0.260229688
2121,wanchiy,matar ,0.140178857
2122,wankuri,organización ,0.541333261
2123,wantu,floripondio ,0.541333261
2124,wanu,fertilizante natural ,0.71501595
2125,wanyari,evaporación ,0.541333261
2126,wara,pantalón de lana ,0.161382129
2127,warakay,lanzamiento ,0.541333261
2128,waranka,mil- 1000 ,0.541333261
2129,waranka piti,tanto por mil ,0.476672999
2130,warankakri,milésimo ,0.866222514
2131,warankaku,kilogramo ,0.541333261
2132,warankawataychi,milenio ,0.281000708
2133,waricha/pampawarmi,prostituta ,0.541333261
2134,warichakay,prostitucion ,0.541333261
2135,warichariy,locura ,0.600013389
2136,warmi,mujer- esposa ,0.557819223
2137,warmi wara,blusa ,0.541333261
2138,warmipurakuyay,lesbianismo ,0.088209941
2139,warunruk- chachu,astro ,0.844820746
2140,washa,espalda ,0.354048502
2141,washa tullu,columna vertebral- espinazo ,0.338665917
2142,washa tullu ñutuku,médula espinal ,0.281543345
2143,washa ñutuku,cerebelo ,0.068759491
2144,washarimay,murmuración- crítica ,0.079604142
2145,washatarimay,murmurar ,0.541333261
2146,wasi,casa ,0.647163397
2147,wasi allpa rantimanta,bienes y raíces ,0.180217209
2148,wasiruraykamay,arquitectura ,0.98415165
2149,waska,soga ,0.541333261
2150,waskariklla,ritmo ,0.71197564
2151,wasra,vino ,0.564340949
2152,wata,año ,0.541333261
2153,watapacha,calendario ,0.635571003
2154,watay wasi,prisión ,0.313341313
2155,watayuk,edad ,0.400347404
2156,watu,cadena ,0.224713387
2157,watuchina- imashi,adivinar ,0.25521465
2158,wawa,niño ,0.420642368
2159,wawa chumpi,faja-delgada ,0.541333261
2160,wawa kullki kamachik,regla de interés simple ,0.514874112
2161,wawa mama,placenta ,0.040704767
2162,wawa ruka,dedo meñique ,0.044958058
2163,wawakay,niñez ,0.881235517
2164,wawakullki,interés ,0.594282695
2165,wawchiy,influencia ,0.696886606
2166,wawki,hermano entre hermanos ,0.342328723
2167,wawkikay,hermandad entre hombres ,0.47586676
2168,wayay,oxígeno ,0.637531615
2169,waychi,plomo ,0.251684948
2170,wayku,quebrada- barranco ,0.591558284
2171,waykuhaskancha,relieve ,0.920757788
2172,waykukaskancha,relieve ,0.920757788
2173,waylla,verde ,0.893173141
2174,wayllamkay,obrajes ,0.541333261
2175,waylluy,ternura ,0.732566123
2176,wayna,joven- amante ,0.830360118
2177,wayra,aire- viento ,0.703572257
2178,wayrakata- wayramaytu,atmósfera ,0.908600148
2179,wayrayay,volatilidad ,0.541333261
2180,wayru,octubre ,0.377741593
2181,wayru killa,octubre ,0.377741593
2182,wayta,clavel ,0.541333261
2183,wañuna,morir ,0.300792397
2184,wañuy,muerte ,0.305361164
2185,wañuykamachiy,ley de inquisición ,0.180224904
2186,wichay,subida- cuesta ,0.619665074
2187,wichay suyu,sur ,0.720268132
2188,wichayana,ascender ,0.869137006
2189,wichisuni,alto ,0.705183645
2190,wichkachik,paréntesis ,0.635671652
2191,wichkak chupa,comilla ,0.541333261
2192,wichkak chupaw,comilla ,0.541333261
2193,wichkashka,encerrado ,0.225366214
2194,wika,escremento ,0.541333261
2195,wikar,cintura ,0.183528957
2196,wiki,lágrima ,0.541333261
2197,wikka mayu,sumo saserdote-shyry ,0.541333261
2198,wiksa,barriga- vientre ,0.1314986
2199,wikuriy,flexibilidad ,0.541333261
2200,wilka,ritos ,0.875203905
2201,wilkana,rito ,0.853122542
2202,wilkana- muchana,adorar- venerar ,0.954313713
2203,wilkay,sagrado ,0.541333261
2204,willachik,noticia ,0.199553858
2205,willak hillay,medio de comunicación ,0.617963984
2206,willak pirkaw,periódico mural ,0.799759879
2207,willak yuyay,oración enunciativa ,0.833820431
2208,willakpirka,periódico mural ,0.799759879
2209,willana,avisar- informar ,0.255311866
2210,willayhillay,medio de comunicación ,0.617963984
2211,willaykancha,medios de comunicación ,0.478580991
2212,williku,espermatozoide ,0.541333261
2213,wilyay- lumyay,llamarada ,0.216948499
2214,winkuchikkuna,paréntesis ,0.635671652
2215,winkuk,llaves ,0.101284338
2216,wirakucha,rubicundo- pelirojo- rubio ,0.150017719
2217,wisiyay,crema ,0.702191669
2218,wisnu,materia ,0.483464904
2219,wisya,crema ,0.702191669
2220,witikwitik,tambalear ,0.541333261
2221,witsyayay,subirse ,0.782362595
2222,wiwakamay,ganadería ,0.995994363
2223,wiwakuna,animales ,0.55305638
2224,wiwika,oveja ,0.541333261
2225,wiwika- llama,oveja ,0.541333261
2226,wiña,generación ,0.541333261
2227,wiñachina,criar ,0.108094218
2228,wiñachishka shimi,neologismo ,0.541333261
2229,wiñakukllachak k,almácigos ,0.541333261
2230,wiñana,crecer ,0.402278496
2231,wiñari,desarrollo ,0.634951564
2232,wiñarikpukyu,fuente- vertiente ,0.541333261
2233,wiñarina,desarrollar ,0.659239652
2234,wiñay,siempre ,0.804826818
2235,wiñay kawsay kallaripi rurayta kamay,arqueología ,0.947300187
2236,wiñay kawsaykallaripi ruraytakamay,arqueología ,0.947300187
2237,wiñaykawsay,historia ,0.885439821
2238,wiñaykawsay imakuna,hechos históricos ,0.941755902
2239,wiñaykawsay kallariy,prehistoria ,0.242575044
2240,wiñaykaysay kallari,inicio de la historia prehistoria ,0.398136037
2241,yachakuna,aprender ,0.629756957
2242,yachana,saber ,0.39103484
2243,yachana wasi,escuela ,0.245082332
2244,yachapayay,dramatización  ,0.541333261
2245,yachapayay w,dramatización ,0.541333261
2246,yachariy,estar acostumbrado ,0.731395711
2247,yachay,ciencia- educación ,0.159103787
2248,yachay pampa,area ,0.541333261
2249,yachay ñan,proceso metodológico ,0.341972788
2250,yachayay,enterarse ,0.656953133
2251,yachaykamachik,ley de educación ,0.068104256
2252,yachaykancha,área ,0.541333261
2253,yachaykuna,sabiduría ,0.678068637
2254,yachaypa hillay,material didáctico ,0.847302889
2255,yachaypak hillay,recurso didáctico ,0.704736122
2256,yachayruray,práctica ,0.541333261
2257,yachayshuti,título ,0.541333261
2258,yachayta taripana,dominio del conocimiento ,0.282314117
2259,yachayta taripay,dominio del conocimiento ,0.282314117
2260,yachayta wallpay,creación del conocimiento ,0.691900525
2261,yachayta willana,socialización del conocimiento ,0.575177921
2262,yachayta wiñachiy,creación del conocimiento ,0.691900525
2263,yachaywa,tema ,0.50068985
2264,yachaywa w,tema ,0.50068985
2265,yachaywan rurana,aplicación del conocimiento ,0.575177921
2266,yachayyuyay,teoría ,0.186522726
2267,yachayñan,metodología ,0.308966136
2268,yaksina,fundir ,0.240742036
2269,yaksishka,fundido ,0.541333261
2270,yaku,agua ,0.576205837
2271,yaku ishpa,orina ,0.196473119
2272,yaku larka,canal de riego ,0.38061894
2273,yaku shunku,hígado ,0.210396461
2274,yakuhampik chuyayachik yachuchik,cloración del agua ,0.576205837
2275,yakukamay,hidrografía ,0.541333261
2276,yakumuyuyallpa,isla tierra rodeade de agua ,0.808971174
2277,yakushushuy,decantación ,0.541333261
2278,yakuyachik,disolvente ,0.110566323
2279,yakuyachina,disolver ,0.541333261
2280,yakuyachiy,derretir ,0.210866378
2281,yakuyakkuri,golfo ,0.804981394
2282,yakuyashka,líquido ,0.260225893
2283,yakwallpa,anfibios ,0.048547978
2284,yalli paktachik,complemento directo ,0.876662767
2285,yalli paktachik yp,complemento directo ,0.876662767
2286,yallichawpiyak,moda ,0.768006684
2287,yallilutsayak,proporción geométrica o directa ,0.739454671
2288,yallimanya,cateto mayor ,0.572126625
2289,yallishka,mayor que ,0.572126625
2290,yallishka pacha,tiempo pasado ,0.685698779
2291,yalliyak pakiyupay,fracción inpropia ,0.212407098
2292,yana sara,maíz negro ,0.428690407
2293,yana shunku,riñón ,0.142445059
2294,yana yana,negro intenso ,0.563945929
2295,yanakuna,servidumbre ,0.541333261
2296,yanantina- kutuna- hatun hallmana,aporcar ,0.541333261
2297,yanapak wasi,agencia de desarrollo ,0.333961325
2298,yanapak wasikuna,instituciones ,0.541333261
2299,yanapana,ayudar ,0.465649031
2300,yanapanka,servicio ,0.579487718
2301,yanapay,servicio- servir ,0.541333261
2302,yanapayana,solidarizar ,0.010348459
2303,yanapayaymanta,solidadaridad ,0.541333261
2304,yankakapak,politiquero ,0.262403596
2305,yankakichuna,invadir ,0.307138304
2306,yankakichuy,invasión ,0.274554469
2307,yankichik,agentes ,0.153197462
2308,yankina,modificar ,0.541333261
2309,yankina- shukmanyachina,cambiar ,0.322132934
2310,yankinachik,agente modificador ,0.254329478
2311,yankiy,cambio ,0.322132934
2312,yanuna,cocinar ,0.751670934
2313,yanuna uku,cocina ,0.751670934
2314,yapa tantachiy,conjunto unión ,0.736916117
2315,yapakullki,monto ,0.179955288
2316,yapakullkina,usura ,0.006821087
2317,yapakutinchiklla,frecuencia acumulada ,0.43591483
2318,yapalutsay,proporcionalidad directa ,0.577917181
2319,yaparikkuna,sumandos ,0.541333261
2320,yapatantachi,unión de conjuntos ,0.901311231
2321,yapuk,arador ,0.364888902
2322,yari,sentido ,0.623306975
2323,yariyachina,2percibir ,0.74753398
2324,yarkay,hambre ,0.348762491
2325,yawar,sangre ,0.371679721
2326,yawar ayllunikiyashka,grados de consanguinidad ,0.129889245
2327,yawar muyuri,circulación de sangre ,0.371679721
2328,yawarchakruri,mestizaje ,0.541333261
2329,yawarmuyuriy,circulatorio sanguíneo ,0.084610172
2330,yawarpuriy,presión arterial ,0.272997797
2331,yawati,tortuga ,0.387846414
2332,yawatisuyu,región insular galápagos ,0.104611718
2333,yawri,aguja ,0.373525861
2334,yaya,padre ,0.445782878
2335,yaya / tayta,papá- padre ,0.445782878
2336,yaykuchiy- satiy,introducción física ,0.065528593
2337,yaykuna,entrar ,0.618883961
2338,yukuna- yumana,aparear ,0.541333261
2339,yuma,semen ,0.227395007
2340,yumariy,unirse sexualmente ,0.217259704
2341,yumay,semen ,0.227395007
2342,yupachay,cortesía ,0.681903521
2343,yupachi,conteo ,0.218069452
2344,yupana,contar ,0.589721397
2345,yupay chani,valor absoluto o numérico ,0.874273446
2346,yupaychana,agradecer ,0.541333261
2347,yupaychani,gracias ,0.44179094
2348,yupaykamay,matemática ,0.541333261
2349,yupaykamay hillaykuna,materiales didácticos de la matemática ,0.906682163
2350,yupaykamaychi,sistema numérico ,0.924972738
2351,yupaykamaychi yuyay,pensamiento lógico matemático ,0.369681822
2352,yupaykamayuk,matemático ,0.541333261
2353,yupaykuna,los números ,0.132855839
2354,yupaykuska,recta numérica ,0.089384004
2355,yupaylli,cuenta bancaria ,0.172061097
2356,yupaymillka,esquema numérico ,0.75550455
2357,yupaynikichik,calculadora ,0.114422612
2358,yupaypurachi,razón ,0.20840013
2359,yupayrurayri,operación numérica o aritmética ,0.074359365
2360,yura,planta ,0.626419181
2361,yurak,blanco ,0.541333261
2362,yurak sara,maíz blanco ,0.541333261
2363,yurak shunku,pulmón ,0.541333261
2364,yurakamak,forestal ,0.221074899
2365,yurakuna,plantas ,0.948502951
2366,yutay,influencia ,0.696886606
2367,yuyakillkalla,carta ,0.823456384
2368,yuyakyashka,vejez ,0.285208212
2369,yuyana,pensar ,0.399389822
2370,yuyarikkuna,reflexiones ,0.651124785
2371,yuyarina,reflexionar ,0.728828338
2372,yuyasha,cautela ,0.683066708
2373,yuyay,pensamieto ,0.541333261
2374,yuyay awariy,sintaxis ,0.262367855
2375,yuyay kaspi,línea imaginaria ,0.608147423
2376,yuyay paktay,unidad de criterio ,0.323662354
2377,yuyay rurayri,problemas razonados  ,0.289746346
2378,yuyaychipukllay,rompecabezas ,0.541333261
2379,yuyaynikik,software ,0.166627596
2380,yuyaynina,opinar ,0.455398301
2381,yuyaypaktana,concertar ,0.329150458
2382,yuyayrikuchik,determinación o definición ,0.425511471
2383,yuyayrina,concentrar ,0.689459968
2384,yuyayrina w,concentrar mental ,0.472244281
2385,yuyu / panra,nabo ,0.167983968
2386,zampu,sambo- calabaza ,0.233587416
2387,zirmaputulli,bateria- pila ,0.541333261
2388,ñachu,ya está- ya es ,0.646006282
2389,ñakariy,pasión de placer ,0.951713942
2390,ñankamu,guía ,0.878659469
2391,ñankamu w,guía didáctica ,0.878659469
2392,ñapash shamuna pacha,futuro inmediato ,0.541333261
2393,ñawchina,auxiliar- cooperar- influenciar- contribuir ,0.29998378
2394,ñawchina- yanapana,auxiliar ,0.140120374
2395,ñawi,cara- rostro ,0.541333261
2396,ñawi chakata,glándula pineal ,0.541333261
2397,ñawi chichu,mejilla ,0.122522546
2398,ñawi lulun,ojo ,0.491828053
2399,ñawi millma,pestaña ,0.164746803
2400,ñawi pata millma,ceja ,0.159766547
2401,ñawirina- killkakatina,leer ,0.531700466
2402,ñawirina- killkakatina taller b,leer ,0.531700466
2403,ñawpa,delante tiempo: ,0.501778233
2404,ñawpa kawsay pacha,eras antiguas ,0.928604872
2405,ñawpa pachak-watakuna,largos siglos ,0.734936936
2406,ñawpa uma tullu,hueso frontal del cráneo ,0.089002463
2407,ñawpak,principales ,0.885077894
2408,ñawpakawsay imarikuchi kunakamay,vestigios arqueológicos ,0.996370313
2409,ñawpakawsayimarikuchi kunakamay,vestigios arqueológicos ,0.996370313
2410,ñawpana,adelantar ,0.325000706
2411,ñawpanchina,promover ,0.2025381
2412,ñawpanchina w,promover ,0.2025381
2413,ñawpapacha,paleolítico ,0.301435106
2414,ñawparimay,mito- cuento- leyenda ,0.557252432
2415,ñaña,hermana entre hermanas ,0.259843695
2416,ñañakay,hermandad entre mujeres ,0.515291893
2417,ñañu,delgado ,0.135936245
2418,ñañu chunchulli,intestino delgado ,0.056791135
2419,ñuka,yo- mio- mia ,0.316267021
2420,ñukanchik,nosotras - nosotros ,0.420298392
2421,ñukanchikpa,nuestro- nuestra ,0.749559549
2422,ñukapa yuyaymanta,de mi consideración ,0.269800147
2423,ñukik,sensual ,0.754630303
2424,ñunu,leche ,0.429923213
2425,ñutalla,sutil ,0.617408253
2426,ñutku,seso ,0.774520213
2427,ñutu- amuk,suave- blando ,0.541333261
2428,ñutuñachina,ablandar ,0.541333261
2429,akllana,"Elegir, escoger, seleccionar",0.797940898
2430,allichina,"areglar, componer, modificar, adornar decorar, mejorar",0.316440196
2431,allimanta,"Despacio, con cuidado, poco a poco, cuidadosamente",0.896287043
2432,amawta,"sabio, científico",0.541333261
2433,anchurina,"Retirar, apartarse, quitarse",0.872695456
2434,antawa,"carro, vehículo",0.261977134
2435,antisuyu,región amazónica,0.204737935
2436,apunchik,"wasi	iglesia, templo",0.989337892
2437,apana,llevar,0.696975801
2438,abya,"yala	Continente Americano",0.698709377
2439,araw,lora  ,0.028052466
2440,ari,si,0.541333261
2441,arawikuk,poeta,0.96510586
2442,ashtawan,"mas, además",0.693999126
2443,ayllushuti,Apellido,0.259843108
2444,chaki,"kati	Rastro, huella, pisada",0.524117127
2445,chapak,"vigilante, policía",0.242874132
2446,chapana,"Espiar, mirar, obsevar",0.938544814
2447,charina,"sujetar, sostener, tener",0.242207689
2448,chaskina,"recibir, aceptar, admitir",0.290817187
2449,chawpi,"Mitad, medio",0.513200137
2450,chayrayku,"Por eso, por ello",0.46739232
2451,chawpina," 	dividir, partir en mitades",0.262299632
2452,chayshina,"asi, de esta manera",0.461848178
2453,chawsirina,Sacudir,0.150901763
2454,chay,"eso, esa, ese",0.541333261
2455,chaymanta,"De ahí, después",0.280211796
2456,chikan,"aparte, distinto,ajeno",0.646067415
2457,charak,"todavía, aun, sin",0.320272982
2458,chikanyachina,"clasificar,separar, apartar, diferenciar",0.192245763
2459,chiki," mal augurio,desgracia",0.075094542
2460,chiknina,"Despreciar, odiar,aborrecer",0.45314919
2461,chimpa,"al otro lado, al frente",0.71921118
2462,chimpapurana,"carear, aclarar, rendir cuentas, confrontar ideas",0.042596406
2463,chimpana,cruzar,0.891332836
2464,chinkarina,perderse,0.972816486
2465,chukririna,"lastimarse, herirse",0.088072938
2466,chunllayana,"Poner, colocar , ubicar Callarse, silenciar",0.017764078
2467,churana,"Estirar.halar, extender",0.541333261
2468,chutana,"Limpio, aguado",0.179302986
2469,chuya,tio,0.244258037
2470,hachi,vamos,0.676114384
2471,haku,"	collar de semillas, banda",0.324551428
2472,hallinka,Hamchi  afrecho,0.541333261
2473,hampi,"remedio, medicina",0.193611166
2474,hapina,"coger, apresar",0.136156222
2475,hampi,"wasi	Hospital, centro de salud",0.857136659
2476,hanpina,curar,0.290568336
2477,hamuktana,"pensar, comprender, razonar, meditar, reflexionar, entender",0.786627621
2478,hatarina,"levantarse, alsarse,ponerse de pie",0.623761652
2479,hatun,"Inmenso, amplio, grande",0.982268795
2480,hawina,"pintar, manchar",0.114737474
2481,hawa,"Arriba, alto, afuera",0.859583623
2482,hayak,amargo,0.372213362
2483,hiki," 	Saltamontes",0.424149558
2484,hillay,"Hierro, herramienta",0.128265992
2485,hukipuna,silvar,0.541333261
2486,huku,"Húmedo, mojado",0.327587248
2487,humpi,"sudor, transpiración",0.367657808
2488,hunta,"lleno,satisfecho, entero",0.962550008
2489,huktu,"hueco, hoyo, agujero, cueva",0.166006265
2490,huntana,"llenarse, inundarse",0.253498921
2491,hunu,diez  mil,0.347548686
2492,illak,"cero, vacio",0.543373173
2493,illana,"no existir, viajar, ausentarse",0.032776988
2494,ima,Que,0.541333261
2495,imamanta,por que,0.541333261
2496,inlli,"tibio, caliente",0.624520757
2497,ishkuna,Desgranar,0.541333261
2498,iñiña,"testimoniar, creer, tener fe",0.428741818
2499,ishkaytin,"ambos pareja , par",0.838653323
2500,iska,Fosforos,0.541333261
2501,kacharina,"soltar, safar, permitir",0.114602348
2502,kachana,"Enviar, mandar",0.373193683
2503,kakuna,"frotar, fregar, sobar",0.002182087
2504,kallari,"inicio, comienzo , principio",0.61378546
2505,kamachina,Aconsejar,0.541333261
2506,kallarina,"Comenzar, iniciar, principiar, empezar",0.353350274
2507,kamachiy,"Ley, reglamento, articulo",0.038051606
2508,kamari,"Regaalo, ofrenda",0.866530391
2509,kallpana,"correr, trotar",0.9447286
2510,kamana,"Probar, saborear",0.95323073
2511,kamana,competir,0.307933184
2512,kankik,cadera,0.010337106
2513,kamchana,tostar,0.6742742
2514,kamina,insultar,0.024373619
2515,kapina," 	Ordeñar, exprimir",0.156910532
2516,karkayana,ensuciarse,0.083719094
2517,karpa,"alejarse cubierta grande, toldo",0.928499827
2518,karana,"brindar, convidar,servir, dar de comer",0.111378826
2519,kasilla,"Quieto, trankilo, pacifico, sereno",0.804877981
2520,katina,seguir,0.541333261
2521,katichina,"resembrar, hacer seguir",0.501709948
2522,kawsak,"ser vivo, viviente",0.886639297
2523,kawina,remo,0.967820778
2524,kawsay, vida,0.563775792
2525,kawirina,revolcarse,0.018656835
2526,kaya,"mañana, el dia siguiente",0.294336306
2527,kikin,"mismo, propio, verdadero",0.628211298
2528,kayllayana,acercarse,0.888571406
2529,kichuna,Quitar,0.138778922
2530,killka,letra,0.283850492
2531,kinku,curva,0.388389656
2532,killkatina,leer,0.531700466
2533,killkana,escribir,0.378546577
2534,killpana,"tapar, cubrir, ocultar",0.061364784
2535,kinray,horizontal,0.541333261
2536,kimina,"acercar, arrimar, apegar",0.064494758
